language,language_name,rank,word
es,Spanish,235,cada
es,Spanish,236,sostener
es,Spanish,237,diferente
es,Spanish,238,americano
es,Spanish,239,pequeño
es,Spanish,240,antes de
es,Spanish,241,alguna vez
es,Spanish,242,palabra
es,Spanish,243,hecho
es,Spanish,244,derecho
es,Spanish,245,leer
es,Spanish,246,cualquier cosa
es,Spanish,247,nada
es,Spanish,248,seguro
es,Spanish,249,pequeña
es,Spanish,250,mes
es,Spanish,251,programa
es,Spanish,252,quizás
es,Spanish,253,derecho
es,Spanish,254,bajo
es,Spanish,255,negocio
es,Spanish,256,casa
es,Spanish,257,amable
es,Spanish,258,detener
es,Spanish,259,pagar
es,Spanish,260,estudio
es,Spanish,261,ya que
es,Spanish,262,asunto
es,Spanish,263,nombre
es,Spanish,264,ocurrencia
es,Spanish,265,habitación
es,Spanish,266,por ciento
es,Spanish,267,lejos
es,Spanish,268,lejos
es,Spanish,269,ley
es,Spanish,270,Realmente
es,Spanish,271,grande
es,Spanish,272,sin embargo
es,Spanish,273,proveer
es,Spanish,274,perder
es,Spanish,275,energía
es,Spanish,276,niño
es,Spanish,277,guerra
es,Spanish,278,comprender
es,Spanish,279,cabeza
es,Spanish,280,mamá
es,Spanish,281,verdadero
es,Spanish,282,mejor
es,Spanish,283,equipo
es,Spanish,284,ojo
es,Spanish,285,largo
es,Spanish,286,largo
es,Spanish,287,lado
es,Spanish,288,agua
es,Spanish,289,joven
es,Spanish,290,Espere
es,Spanish,291,bueno
es,Spanish,292,ambos
es,Spanish,293,aún
es,Spanish,294,después
es,Spanish,295,reunirse
es,Spanish,296,Servicio
es,Spanish,297,área
es,Spanish,298,importante
es,Spanish,299,persona
es,Spanish,300,Oye
es,Spanish,301,gracias
es,Spanish,302,mucho
es,Spanish,303,alguien
es,Spanish,304,fin
es,Spanish,305,cambio
es,Spanish,306,sin embargo
es,Spanish,307,solo
es,Spanish,308,alrededor
es,Spanish,309,hora
es,Spanish,310,todo
es,Spanish,311,nacional
es,Spanish,312,cuatro
es,Spanish,313,línea
es,Spanish,314,muchacha
es,Spanish,315,alrededor
es,Spanish,316,reloj
es,Spanish,317,hasta
es,Spanish,318,padre
es,Spanish,319,sentarse
es,Spanish,320,crear
es,Spanish,321,información
es,Spanish,322,carro
es,Spanish,323,aprender
es,Spanish,324,menos
es,Spanish,325,ya
es,Spanish,326,matar
es,Spanish,327,minuto
es,Spanish,328,fiesta
es,Spanish,329,incluir
es,Spanish,330,estar
es,Spanish,331,juntos
es,Spanish,332,espalda
es,Spanish,333,seguir
es,Spanish,334,salud
es,Spanish,335,recordar
es,Spanish,336,a menudo
es,Spanish,337,razón
es,Spanish,338,hablar
es,Spanish,339,atrás
es,Spanish,340,colocar
es,Spanish,341,negro
es,Spanish,342,miembro
es,Spanish,343,comunidad
es,Spanish,344,una vez
es,Spanish,345,social
es,Spanish,346,Noticias
es,Spanish,347,permitir
es,Spanish,348,victoria
es,Spanish,349,cuerpo
es,Spanish,350,dirigir
es,Spanish,351,Seguir
es,Spanish,352,ya sea
es,Spanish,353,suficiente
es,Spanish,354,gastar
es,Spanish,355,nivel
es,Spanish,356,poder
es,Spanish,357,político
es,Spanish,358,casi
es,Spanish,359,chico
es,Spanish,360,Universidad
es,Spanish,361,antes de
es,Spanish,362,permanecer
es,Spanish,363,agregar
es,Spanish,364,más tarde
es,Spanish,365,cambio
es,Spanish,366,cinco
es,Spanish,367,probablemente
es,Spanish,368,centrar
es,Spanish,369,entre
es,Spanish,370,rostro
es,Spanish,371,público
es,Spanish,372,morir
es,Spanish,373,comida
es,Spanish,374,demás
es,Spanish,375,historia
es,Spanish,376,comprar
es,Spanish,377,resultado
es,Spanish,378,Mañana
es,Spanish,379,apagado
es,Spanish,380,padre
es,Spanish,381,oficina
es,Spanish,382,curso
es,Spanish,383,enviar
es,Spanish,384,investigar
es,Spanish,385,caminar
es,Spanish,386,puerta
es,Spanish,387,blanco
es,Spanish,388,varios
es,Spanish,389,Corte
es,Spanish,390,casa
es,Spanish,391,crecer
es,Spanish,392,mejor
es,Spanish,393,abierto
es,Spanish,394,momento
es,Spanish,395,incluso
es,Spanish,396,considerar
es,Spanish,397,ambos
es,Spanish,398,semejante
es,Spanish,399,pequeño
es,Spanish,400,dentro
es,Spanish,401,segundo
es,Spanish,402,tarde
es,Spanish,403,calle
es,Spanish,404,gratis
es,Spanish,405,mejor
es,Spanish,406,todos
es,Spanish,407,política
es,Spanish,408,mesa
es,Spanish,409,lo siento
es,Spanish,410,cuidado
es,Spanish,411,bajo
es,Spanish,412,humano
es,Spanish,413,por favor
es,Spanish,414,esperanza
es,Spanish,415,Cierto
es,Spanish,416,proceso
es,Spanish,417,profesor
es,Spanish,418,datos
es,Spanish,419,oferta
es,Spanish,420,muerte
es,Spanish,421,entero
es,Spanish,422,experiencia
es,Spanish,423,plan
es,Spanish,424,fácil
es,Spanish,425,educación
es,Spanish,426,construir
es,Spanish,427,suponer
es,Spanish,428,caer
es,Spanish,429,él mismo
es,Spanish,430,envejecer
es,Spanish,431,duro
es,Spanish,432,sentido
es,Spanish,433,a través de
es,Spanish,434,show
es,Spanish,435,temprano
es,Spanish,436,Universidad
es,Spanish,437,música
es,Spanish,438,aparecer
es,Spanish,439,mente
es,Spanish,440,clase
es,Spanish,441,policía
es,Spanish,442,usar
es,Spanish,443,efecto
es,Spanish,444,temporada
es,Spanish,445,impuesto
es,Spanish,446,corazón
es,Spanish,447,hijo
es,Spanish,448,Arte
es,Spanish,449,posible
es,Spanish,450,atender
es,Spanish,451,descanso
es,Spanish,452,a pesar de que
es,Spanish,453,fin
es,Spanish,454,mercado
es,Spanish,455,incluso
es,Spanish,456,aire
es,Spanish,457,fuerza
es,Spanish,458,exigir
es,Spanish,459,pie
es,Spanish,460,arriba
es,Spanish,461,escucha
es,Spanish,462,estar de acuerdo
es,Spanish,463,según
es,Spanish,464,alguien
es,Spanish,465,bebé
es,Spanish,466,incorrecto
es,Spanish,467,amor
es,Spanish,468,cortar
es,Spanish,469,decidir
es,Spanish,470,republicano
es,Spanish,471,completo
es,Spanish,472,detrás
es,Spanish,473,aprobar
es,Spanish,474,interesar
es,Spanish,475,algunas veces
es,Spanish,476,seguridad
es,Spanish,477,come
es,Spanish,478,reporte
es,Spanish,479,control
es,Spanish,480,calificar
es,Spanish,481,local
es,Spanish,482,sugerir
es,Spanish,483,reporte
es,Spanish,484,nación
es,Spanish,485,vender
es,Spanish,486,acción
es,Spanish,487,apoyo
es,Spanish,488,esposa
es,Spanish,489,decisión
es,Spanish,490,recibir
es,Spanish,491,valor
es,Spanish,492,base
es,Spanish,493,elegir
es,Spanish,494,teléfono
es,Spanish,495,Gracias
es,Spanish,496,evento
es,Spanish,497,conducir
es,Spanish,498,fuerte
es,Spanish,499,alcanzar
es,Spanish,500,permanecer
es,Spanish,501,explique
es,Spanish,502,sitio
es,Spanish,503,pegar
es,Spanish,504,jalar
es,Spanish,505,Iglesia
es,Spanish,506,modelo
es,Spanish,507,quizás
es,Spanish,508,relación
es,Spanish,509,seis
es,Spanish,510,multa
es,Spanish,511,película
es,Spanish,512,campo
es,Spanish,513,aumentar
es,Spanish,514,menos
es,Spanish,515,jugador
es,Spanish,516,pareja
es,Spanish,517,millón
es,Spanish,518,ellos mismos
es,Spanish,519,registro
es,Spanish,520,especialmente
es,Spanish,521,diferencia
es,Spanish,522,ligero
es,Spanish,523,desarrollo
es,Spanish,524,federal
es,Spanish,525,anterior
es,Spanish,526,papel
es,Spanish,527,bonito
es,Spanish,528,yo mismo
es,Spanish,529,vista
es,Spanish,530,precio
es,Spanish,531,esfuerzo
es,Spanish,532,bonito
es,Spanish,533,bastante
es,Spanish,534,a lo largo de
es,Spanish,535,voz
es,Spanish,536,por fin
es,Spanish,537,Departamento
es,Spanish,538,cualquiera
es,Spanish,539,hacia
es,Spanish,540,líder
es,Spanish,541,porque
es,Spanish,542,Foto
es,Spanish,543,llevar
es,Spanish,544,espacio
es,Spanish,545,proyecto
es,Spanish,546,regreso
es,Spanish,547,posición
es,Spanish,548,especial
es,Spanish,549,millón
es,Spanish,550,película
es,Spanish,551,necesitar
es,Spanish,552,importante
es,Spanish,553,escribe
es,Spanish,554,pueblo
es,Spanish,555,artículo
es,Spanish,556,camino
es,Spanish,557,formulario
es,Spanish,558,oportunidad
es,Spanish,559,droga
es,Spanish,560,económico
es,Spanish,561,situación
es,Spanish,562,escoger
es,Spanish,563,práctica
es,Spanish,564,porque
es,Spanish,565,feliz
es,Spanish,566,Ciencias
es,Spanish,567,entrar
es,Spanish,568,enseñar
es,Spanish,569,temprano
es,Spanish,570,desarrollar
es,Spanish,571,Cuota
es,Spanish,572,tú mismo
es,Spanish,573,llevar
es,Spanish,574,claro
es,Spanish,575,hermano
es,Spanish,576,importar
es,Spanish,577,muerto
es,Spanish,578,imagen
es,Spanish,579,estrella
es,Spanish,580,costo
es,Spanish,581,simplemente
es,Spanish,582,correo
es,Spanish,583,sociedad
es,Spanish,584,imagen
es,Spanish,585,pieza
es,Spanish,586,papel
es,Spanish,587,energía
es,Spanish,588,personal
es,Spanish,589,edificio
es,Spanish,590,militar
es,Spanish,591,abierto
es,Spanish,592,médico
es,Spanish,593,actividad
es,Spanish,594,exactamente
es,Spanish,595,americano
es,Spanish,596,medios de comunicación
es,Spanish,597,perder
es,Spanish,598,evidencia
es,Spanish,599,producto
es,Spanish,600,darse cuenta de
es,Spanish,601,ahorrar
es,Spanish,602,brazo
es,Spanish,603,tecnología
es,Spanish,604,captura
es,Spanish,605,comentario
es,Spanish,606,Mira
es,Spanish,607,término
es,Spanish,608,color
es,Spanish,609,cubrir
es,Spanish,610,describir
es,Spanish,611,adivinar
es,Spanish,612,elección
es,Spanish,613,fuente
es,Spanish,614,mamá
es,Spanish,615,pronto
es,Spanish,616,director
es,Spanish,617,internacional
es,Spanish,618,regla
es,Spanish,619,Campaña
es,Spanish,620,tierra
es,Spanish,621,elección
es,Spanish,622,rostro
es,Spanish,623,Oh
es,Spanish,624,cheque
es,Spanish,625,página
es,Spanish,626,pelear
es,Spanish,627,sí mismo
es,Spanish,628,prueba
es,Spanish,629,paciente
es,Spanish,630,Produce
es,Spanish,631,cierto
es,Spanish,632,lo que
es,Spanish,633,mitad
es,Spanish,634,video
es,Spanish,635,apoyo
es,Spanish,636,lanzar
es,Spanish,637,tercera
es,Spanish,638,cuidado
es,Spanish,639,descansar
es,Spanish,640,reciente
es,Spanish,641,disponible
es,Spanish,642,paso
es,Spanish,643,Listo
es,Spanish,644,oportunidad
es,Spanish,645,oficial
es,Spanish,646,aceite
es,Spanish,647,llamar
es,Spanish,648,organización
es,Spanish,649,personaje
es,Spanish,650,único
es,Spanish,651,Actual
es,Spanish,652,probable
es,Spanish,653,condado
es,Spanish,654,futuro
es,Spanish,655,padre
es,Spanish,656,cuyo
es,Spanish,657,menos
es,Spanish,658,disparo
es,Spanish,659,industria
es,Spanish,660,segundo
es,Spanish,661,lista
es,Spanish,662,general
es,Spanish,663,cosas
es,Spanish,664,figura
es,Spanish,665,atención
es,Spanish,666,olvidar
es,Spanish,667,riesgo
es,Spanish,668,No
es,Spanish,669,enfocar
es,Spanish,670,corto
es,Spanish,671,fuego
es,Spanish,672,perro
es,Spanish,673,rojo
es,Spanish,674,cabello
es,Spanish,675,punto
es,Spanish,676,condición
es,Spanish,677,pared
es,Spanish,678,hija
es,Spanish,679,antes de
es,Spanish,680,acuerdo
es,Spanish,681,autor
es,Spanish,682,verdad
es,Spanish,683,al
es,Spanish,684,esposo
es,Spanish,685,período
es,Spanish,686,serie
es,Spanish,687,pedido
es,Spanish,688,oficial
es,Spanish,689,cerca
es,Spanish,690,tierra
es,Spanish,691,Nota
es,Spanish,692,computadora
es,Spanish,693,pensó
es,Spanish,694,economía
es,Spanish,695,meta
es,Spanish,696,Banco
es,Spanish,697,conducta
es,Spanish,698,sonar
es,Spanish,699,acuerdo
es,Spanish,700,ciertamente
es,Spanish,701,por poco
es,Spanish,702,aumento
es,Spanish,703,actuar
es,Spanish,704,norte
es,Spanish,705,bien
es,Spanish,706,sangre
es,Spanish,707,cultura
es,Spanish,708,médico
es,Spanish,709,OK
es,Spanish,710,todos
es,Spanish,711,cima
es,Spanish,712,difícil
es,Spanish,713,cerca
es,Spanish,714,idioma
es,Spanish,715,ventana
es,Spanish,716,respuesta
es,Spanish,717,población
es,Spanish,718,mentir
es,Spanish,719,árbol
es,Spanish,720,parque
es,Spanish,721,trabajador
es,Spanish,722,dibujar
es,Spanish,723,plan
es,Spanish,724,soltar
es,Spanish,725,empujar
es,Spanish,726,tierra
es,Spanish,727,porque
es,Spanish,728,por
es,Spanish,729,privado
es,Spanish,730,esta noche
es,Spanish,731,raza
es,Spanish,732,que
es,Spanish,733,carta
es,Spanish,734,otro
es,Spanish,735,pistola
es,Spanish,736,simple
es,Spanish,737,curso
es,Spanish,738,preguntarse
es,Spanish,739,involucrar
es,Spanish,740,infierno
es,Spanish,741,pobre
es,Spanish,742,cada
es,Spanish,743,respuesta
es,Spanish,744,naturaleza
es,Spanish,745,administración
es,Spanish,746,común
es,Spanish,747,No
es,Spanish,748,duro
es,Spanish,749,mensaje
es,Spanish,750,canción
es,Spanish,751,disfrutar
es,Spanish,752,similar
es,Spanish,753,congreso
es,Spanish,754,ataque
es,Spanish,755,pasado
es,Spanish,756,caliente
es,Spanish,757,buscar
es,Spanish,758,Monto
es,Spanish,759,análisis
es,Spanish,760,Tienda
es,Spanish,761,defensa
es,Spanish,762,factura
es,Spanish,763,me gusta
es,Spanish,764,celda
es,Spanish,765,lejos
es,Spanish,766,rendimiento
es,Spanish,767,hospital
es,Spanish,768,cama
es,Spanish,769,Junta
es,Spanish,770,proteger
es,Spanish,771,siglo
es,Spanish,772,verano
es,Spanish,773,material
es,Spanish,774,individual
es,Spanish,775,recientemente
es,Spanish,776,ejemplo
es,Spanish,777,representar
es,Spanish,778,llenar
es,Spanish,779,Expresar
es,Spanish,780,lugar
es,Spanish,781,animal
es,Spanish,782,fallar
es,Spanish,783,factor
es,Spanish,784,natural
es,Spanish,785,señor
es,Spanish,786,agencia
es,Spanish,787,por lo general
es,Spanish,788,significativo
es,Spanish,789,ayuda
es,Spanish,790,capacidad
es,Spanish,791,milla
es,Spanish,792,declaración
es,Spanish,793,completo
es,Spanish,794,demócrata
es,Spanish,795,piso
es,Spanish,796,grave
es,Spanish,797,carrera profesional
es,Spanish,798,dólar
es,Spanish,799,votar
es,Spanish,800,sexo
es,Spanish,801,comparar
es,Spanish,802,Sur
es,Spanish,803,adelante
es,Spanish,804,sujeto
es,Spanish,805,financiero
es,Spanish,806,identificar
es,Spanish,807,hermosa
es,Spanish,808,década
es,Spanish,809,un poco
es,Spanish,810,reducir
es,Spanish,811,hermana
es,Spanish,812,calidad
es,Spanish,813,con rapidez
es,Spanish,814,actuar
es,Spanish,815,imprenta
es,Spanish,816,preocuparse
es,Spanish,817,aceptar
es,Spanish,818,ingresar
es,Spanish,819,mencionar
es,Spanish,820,sonar
es,Spanish,821,por lo tanto
es,Spanish,822,planta
es,Spanish,823,movimiento
es,Spanish,824,escena
es,Spanish,825,sección
es,Spanish,826,tratamiento
es,Spanish,827,deseo
es,Spanish,828,beneficio
es,Spanish,829,interesante
es,Spanish,830,oeste
es,Spanish,831,candidato
es,Spanish,832,Acercarse
es,Spanish,833,determinar
es,Spanish,834,recurso
es,Spanish,835,afirmar
es,Spanish,836,respuesta
es,Spanish,837,probar
es,Spanish,838,clasificar
es,Spanish,839,suficiente
es,Spanish,840,Talla
es,Spanish,841,alguien
es,Spanish,842,conocimiento
es,Spanish,843,bastante
es,Spanish,844,colgar
es,Spanish,845,deporte
es,Spanish,846,televisión
es,Spanish,847,pérdida
es,Spanish,848,discutir
es,Spanish,849,izquierda
es,Spanish,850,Nota
es,Spanish,851,reunión
es,Spanish,852,habilidad
es,Spanish,853,tarjeta
es,Spanish,854,sentimiento
es,Spanish,855,A pesar de
es,Spanish,856,la licenciatura
es,Spanish,857,crimen
es,Spanish,858,ese
es,Spanish,859,firmar
es,Spanish,860,ocurrir
es,Spanish,861,imagina
es,Spanish,862,votar
es,Spanish,863,cerca
es,Spanish,864,Rey
es,Spanish,865,caja
es,Spanish,866,regalo
es,Spanish,867,figura
es,Spanish,868,Siete
es,Spanish,869,extranjero
es,Spanish,870,reír
es,Spanish,871,enfermedad
es,Spanish,872,señora
es,Spanish,873,más allá de
es,Spanish,874,discutir
es,Spanish,875,terminar
es,Spanish,876,diseño
es,Spanish,877,preocupación
es,Spanish,878,bola
es,Spanish,879,este
es,Spanish,880,reconocer
es,Spanish,881,solicitar
es,Spanish,882,preparar
es,Spanish,883,red
es,Spanish,884,enorme
es,Spanish,885,éxito
es,Spanish,886,distrito
es,Spanish,887,taza
es,Spanish,888,nombre
es,Spanish,889,físico
es,Spanish,890,crecimiento
es,Spanish,891,aumento
es,Spanish,892,Hola
es,Spanish,893,estándar
es,Spanish,894,fuerza
es,Spanish,895,firmar
es,Spanish,896,ventilador
es,Spanish,897,teoría
es,Spanish,898,personal
es,Spanish,899,herir
es,Spanish,900,legal
es,Spanish,901,septiembre
es,Spanish,902,colocar
es,Spanish,903,fuera de
es,Spanish,904,et
es,Spanish,905,estrategia
es,Spanish,906,claramente
es,Spanish,907,propiedad
es,Spanish,908,poner
es,Spanish,909,final
es,Spanish,910,autoridad
es,Spanish,911,Perfecto
es,Spanish,912,método
es,Spanish,913,región
es,Spanish,914,ya que
es,Spanish,915,impacto
es,Spanish,916,indicar
es,Spanish,917,a salvo
es,Spanish,918,comité
es,Spanish,919,supuesto
es,Spanish,920,sueño
es,Spanish,921,capacitación
es,Spanish,922,mierda
es,Spanish,923,central
es,Spanish,924,opción
es,Spanish,925,ocho
es,Spanish,926,particularmente
es,Spanish,927,completamente
es,Spanish,928,opinión
es,Spanish,929,principal
es,Spanish,930,diez
es,Spanish,931,entrevista
es,Spanish,932,existe
es,Spanish,933,retirar
es,Spanish,934,oscuro
es,Spanish,935,tocar
es,Spanish,936,Unión
es,Spanish,937,profesor
es,Spanish,938,presión
es,Spanish,939,propósito
es,Spanish,940,escenario
es,Spanish,941,azul
es,Spanish,942,sí misma
es,Spanish,943,sol
es,Spanish,944,dolor
es,Spanish,945,artista
es,Spanish,946,empleado
es,Spanish,947,evitar
es,Spanish,948,cuenta
es,Spanish,949,liberar
es,Spanish,950,fondo
es,Spanish,951,ambiente
es,Spanish,952,tratar
es,Spanish,953,específico
es,Spanish,954,versión
es,Spanish,955,Disparo
es,Spanish,956,odio
es,Spanish,957,realidad
es,Spanish,958,visita
es,Spanish,959,club
es,Spanish,960,justicia
es,Spanish,961,río
es,Spanish,962,cerebro
es,Spanish,963,memoria
es,Spanish,964,rock
es,Spanish,965,hablar
es,Spanish,966,cámara
es,Spanish,967,global
es,Spanish,968,varios
es,Spanish,969,llegar
es,Spanish,970,aviso
es,Spanish,971,un poco
es,Spanish,972,detalle
es,Spanish,973,desafío
es,Spanish,974,argumento
es,Spanish,975,lote
es,Spanish,976,nadie
es,Spanish,977,arma
es,Spanish,978,mejor
es,Spanish,979,estación
es,Spanish,980,isla
es,Spanish,981,absolutamente
es,Spanish,982,en lugar de
es,Spanish,983,discusión
es,Spanish,984,en lugar de
es,Spanish,985,afectar
es,Spanish,986,diseño
es,Spanish,987,pequeño
es,Spanish,988,de todos modos
es,Spanish,989,responder
es,Spanish,990,control
es,Spanish,991,problema
es,Spanish,992,conversacion
es,Spanish,993,gestionar
es,Spanish,994,cerca
es,Spanish,995,fecha
es,Spanish,996,público
es,Spanish,997,Ejército
es,Spanish,998,cima
es,Spanish,999,correo
es,Spanish,1000,cargo
es,Spanish,1001,asiento
es,Spanish,1002,asumir
es,Spanish,1003,escritor
es,Spanish,1004,llevar a cabo
es,Spanish,1005,crédito
es,Spanish,1006,verde
es,Spanish,1007,matrimonio
es,Spanish,1008,operación
es,Spanish,1009,Por supuesto
es,Spanish,1010,dormir
es,Spanish,1011,necesario
es,Spanish,1012,revelar
es,Spanish,1013,agente
es,Spanish,1014,acceso
es,Spanish,1015,bar
es,Spanish,1016,debate
es,Spanish,1017,pierna
es,Spanish,1018,Contiene
es,Spanish,1019,derrotar
es,Spanish,1020,frio
es,Spanish,1021,democrático
es,Spanish,1022,frío
es,Spanish,1023,vidrio
es,Spanish,1024,mejorar
es,Spanish,1025,adulto
es,Spanish,1026,comercio
es,Spanish,1027,religioso
es,Spanish,1028,cabeza
es,Spanish,1029,revisión
es,Spanish,1030,amable
es,Spanish,1031,habla a
es,Spanish,1032,asociación
es,Spanish,1033,la medida
es,Spanish,1034,valores
es,Spanish,1035,gas
es,Spanish,1036,profundo
es,Spanish,1037,abogado
es,Spanish,1038,producción
es,Spanish,1039,relacionar
es,Spanish,1040,medio
es,Spanish,1041,administración
es,Spanish,1042,original
es,Spanish,1043,víctima
es,Spanish,1044,cáncer
es,Spanish,1045,habla
es,Spanish,1046,especial
es,Spanish,1047,juicio
es,Spanish,1048,ninguna
es,Spanish,1049,ít
es,Spanish,1050,peso
es,Spanish,1051,mañana
es,Spanish,1052,paso
es,Spanish,1053,positivo
es,Spanish,1054,formulario
es,Spanish,1055,ciudadano
es,Spanish,1056,estudio
es,Spanish,1057,viaje
es,Spanish,1058,establecer
es,Spanish,1059,ejecutivo
es,Spanish,1060,política
es,Spanish,1061,palo
es,Spanish,1062,cliente
es,Spanish,1063,gerente
es,Spanish,1064,bastante
es,Spanish,1065,publicar
es,Spanish,1066,popular
es,Spanish,1067,canta
es,Spanish,1068,adelante
es,Spanish,1069,conferencia
es,Spanish,1070,total
es,Spanish,1071,descubrir
es,Spanish,1072,rápido
es,Spanish,1073,base
es,Spanish,1074,dirección
es,Spanish,1075,domingo
es,Spanish,1076,mantener
es,Spanish,1077,pasado
es,Spanish,1078,mayoria
es,Spanish,1079,paz
es,Spanish,1080,cena
es,Spanish,1081,compañero
es,Spanish,1082,usuario
